tweet	label
የጀበሉ ቃለ ምልልስ እውነትም 2:30 ነው ለካ? ጀምሯል ለማለት ነው።  LTV ላይ ይመልከቱ!!!	neutral
አለ በጅምላ ወይስ ጅንአድ?      ስድብ ??	neutral
??ምን ሁኚ ነው ምትለኝ እኔ ከወደድኩ ወደድኩ ነው! ወረት የለብኝም☹️	positive
ውድ ኦስማን፤ ስለ አስተያየትዎ ከልብ እናመሰግናለን፤ እየሰራንበትም እንገኛለን፡፡	positive
አቦ እንደው ምን ላርግህ አንተ የፍቅር ሰራዊት	positive
ውሀ በጀሪካን ሞልቶ ችግኝ የሚያጠጣ ኢትዮጵያዊ!  እንዲህ አይነቱን በጎ ተግባር ሳይ ኢትዮጵያ ብትቀጥንም የማትበጠስ፣የደከመች ብትመስልም የማትሞት ሆና ይሰማኛል።  Respect for you b…	neutral
ይህ የሚደነቅ ነው ።	positive
ጀብደኛ ነህ ባክህ	positive
ODP የብልፅግና ፓርቲ አፋን ኦሮሞ አስተርጓሚ ነው !	negative
ከዚህ በፊት የተከናወነው የኃጢያት ማንነት ሁልጊዜ በሰውነትዎ ውስጥ ይኖራል	negative
የህክምና ባለሙያው ከተለመደው ሚና ውጪ..	neutral
በጣም ነው የምንኮራባችሁ በርቱ ኪፕ ዱዩንግ ዘ ጉድ ዎርክ ዩ ኤንድ ዩር ቲም ዱይንግ ለውጥ ሁሌም ነውጥ አያጣውምና አትሸበሩ ፈጣሪ መርጧችኅል ማንም አቅም የለውም ሊስቅላችሁም ሊያወርዳችሁም	neutral
ህልም ተፈርቶ ሳይተኛ አይታደርም! ተፎካካሪ ፓርቲዎችም  ዋናው አላማቸው ሀገር ማዳን ከሆነ ሁሉንም የሚያስደስት ነገር ስለማይገኝ ወደ መሀል መምጣትን ይጠይቃል! ጥመረት ለመፍጠርም ከአሁኑ መነጋገር አለባቸው!!!  (2)	neutral
ምን አይነት ችግር ነው	neutral
??ለጉዶቻችን የበላችሁት ይነቃችሁ፣ ትን ይበላችሁ፣ ሰውነት አይሁናችሁ! ሌላ ምንም አልላችሁም።  ሃዋሳ ድረስ ክለባችሁ ለመደገፍ ለሄዳችሁ ብርቅዬ የክለባችን ጀግና ደጋፊዎች በሰላም ወደ ከተማችሁ ኑልኝ??	neutral
የሠራዊት ጌታ እግዚአብሔር ፈጣሪያችን ሆይ እባክህ ከዘረኞች ከተንኮለኞች ዕድገቷን ከማይፈልጉ ለስደት ለድህነት ምክናያት ካደረጉንና ሊያደርጉን ካሉ የፖለቲካ ጎጠኞች ውብ ኢትዮጵያን ጠ…	positive
ጀተማዉ መልማቱ ጥሩ ነበረ ነገር ግን ዛፎቹን ከነስራቸዉ ነቅሎ ወደሌላ ቦታ ወስዶ መትከል አይቻልም ሌላ አለም እንደሚደረገዉ?	neutral
አቋም የሌለው ሁሌም ወዳቂ ነው! ለብ ያለ ነገር ወይ አይውጡት ወይ አይተፉት ነገር ነህ።	negative
እዚ በምራቡ ዓለም በየአውዳመቱ ሲዘጋጅ ለማክበር ሁሉም በየቤቱ አሉና ህፃናት የሚበሉት ያጡ ዉኃ እንኳ የላቸው ያጡ የገረጡ ባካችሁ እርዷቸው አንዲት ዶላር ስጡ የሚሰኝ ዘመቻ…	neutral
አንዳንዴ የማያረጁ አይበገሬ የሚመስሉን ሰዎች ሲያረጁ፣  እንደ ድሮኧቸው ቀልጠፍ፣ ቀልጠፍ ማለት ሲያቅታቸው፣ ሀሞታቸው ፈሶ ነገር አለሙን ሲተውት ስታይ በቃ ያሳዝናሉ። በተለይ የራስህ…	neutral
ግለሰቡ የአባልነት መታወቂያውን በርካታ የትግል አጋሮች በተገኙበት እጁ አስገብቷል ፡፡ ሆኖም ግን ከምርጫው በፊትም ሆነ በኋላ  ግለሰቡ  ግለሰቡ  ግለሰቡ  ባለተራው  የሆነ ሃይል  ስው…	neutral
እህታችን መቅዲ እነዚህ አባቶች የገጠማቸው ፈተና ይበቃል በማያውቁት ከተማ የትራንስፖርት እንዳይቸግራቸው በሚል በአደራ የላከችውን ገንዘብ ከመሸ አፈላልጌ አድርሻለሁ። በእውነት በጣም ልብ ይ…	positive
ከተመሠረተ 25ኛ ዓመቱን ያስቆጠረው አዋሽ ባንክ ነገ ጥር 5/2012 በአዲስ አበባ ሦሰት ከወለድ ነፃ አገልግሎት ብቻ የሚሰጡ ቅርንጫፎችን ሊከፍት እንደሆነ አስታወቀ።	positive
ለኔ ሁለቱ በጣም ቃራኒ ፍልስፍናና ግብ ያላቸው ሰዎች ናቸው፡፡  እስኪ ዳርምየለሽ በመረጃ አስደግፈሽ አቢይ ጃዋርን እንዴት መጠቀሚያ እንዳደረገው አስረጂን፡፡	neutral
ለህይወት ጉደኛዎ ዋሸትዋ? የጋብቻ አካቃሪዎች እንዴት በወይይት መፍታት እንደሚቻል ያስረዳሉ።	neutral
በመጀመሪያ እውነቱ ስለዘገብክ የጋዜጠኝነትን ሞራላዊ ግዴታህን ተወጥተሀል ። ይህን አይተው ሌሎቹም ከዚህ እንዲማሩ ይጠበቃል።  የፕሬስ ነፃነት ይከበር ሲባል የፕ…	positive
ዱላ ሳይጨብጥ  ሰው ሳያስገድል ፣  መንገድ ሳይዘጋ እልፉን ነፃ አውጪ ፣ አእላፉን መንጋ አንቀጠቀጠው ፣  እስክንድር ነጋ ።	positive
ትናንት መግለጫው ላይ ሲሰጥ ስለ 40 ጫማው ነው የገረመኝ .	neutral
ታምራት ነገራ ኤርትራን አስመልክቶ የተናገረዉ ስህተት ነዉ፡፡ ታምራት የግሉን አስተሳሰብ ነዉ ያንፀባረቀዉ ይሁን እንጂ  ተደማጭነት ያለዉ ግለሰብ በመሆኑ ጥንቃቄ ማድረግ ነበረበት	negative
ከኔ ጋር አብረህ አትዋል ስልህ አልሰማ ብለህ አሁን ምን እንደሚሉህ አየህ ????	negative
በምን አረጋገጥሽ? ህወሓት ይሄን ከመሰለ የፌደራል ሐይል ጋር ቢጣመር ጥሩ አይደለም?	neutral
እኮ!! ለዚያም ነው እናንተን አባራ እፎይ ያለችው	neutral
የምትታይበትን ምህዳር ነው።እኛ እርስ በርሳችን በተባላን ቁጥር ለሀገር በቀሉም ለድንበር ተሻጋሪው በዝባዥ የበለጠ ተጋላጭ እንሆናለን። የተዋረድ ኢ-እኩልነትን ማየትና እርሱን በጋራ መ…	negative
ዝምተኛ ልቦች ምን ይሆን ቋንቋቸው?	positive
ተመሳስሎ የተከፈተ የውሸት መረጃ የሚያሰራጭ ገፅ ነውና ለፌስ ቡክ ሪፖርት በማድረግ ውሸትን በጋራ እንከላከል ።	neutral
እርቅና ምናምን ኮሚቴ ውስጥ ነው. ከራሱ የተጣላ ሰው የሚያስታርቅባት ጉደኛ ሀገር አለችን	neutral
የምትፅፈው ሁሉ ነው የሚያስጠላኝ ጥንብ ።አላህ የስራህን ይስጥህ ዘረኛ ወራዳ	negative
ተራሮች ኢየሩሳሌምን እንደከበቡ ፣     ጌታ በሕዝቡ ዙሪያ ከከበበው     አሁንም ሆነ ለዘላለም። መዝ 125.2	neutral
በእዳ ትምህርታቸውን መከተላቸዉን ማወቃቸው  ከግጭት  እንዱርቁ ያረጋቸዋል!? ????????????????	neutral
ሳሙኤል ማለት ጁሀር ተከቧል ድረሱለት ያለው ነው	neutral
ሕፃን ተወልዶልናልና፥ ወንድ ልጅም ተሰጥቶናልና፤ አለቅነትም በጫንቃው ላይ ይሆናል፤ ስሙም ድንቅ መካር፥ ኃያል አምላክ፥ የዘላለም አባት፥ የሰላም አለቃ ተብሎ ይጠራል። ኢሳያስ.9:6	neutral
የአማራ ክልል መንግስት የመጅሊስን 5 ጥያቄዎች ሳይመልስ፤ የተሰጠውን ቀነ ገደብ አሁን 12:00 ሰዓት ላይ አጠናቀቀ።  መጅሊስ ምን ይል ይሆን?!   በጉጉት እንጠብቃለን።	neutral
የኢ.ህ.አ.ዴ.ግ ውህደት ፅንፈኛ ብሔርተኝነትን ይገታው ይሆን? (ክፍል 2) -አሐዱ መድረክ	negative
ፓርቲ ሳይመረጥ ስልጣን ላይ ያለው የአ.አ መስተዳደርም የሰዎችን የመናገር የመሰብሰብ የመደራጀት ተደራጅቶም ፓርቲ የማቆቆም መብቱን ነው እየነፈጉት ያሉት! እሄ ደግሞ ህገወጥነት ብቻ ሳ…	negative
• አይ ልደቱ አያሌው!  ፖለቲካ ያልተማሩ ሠዎች መሠብሠቢያ መሆን የለበትም! አለ! እሡ ተምሯል እንዴ? :D :D :D ! ማትሪክ ደቅ ብሎ ታክሢ ሢሾፍር አልነበረም እንዴ? ነው ወ…	negative
ምን አደረኩሽ ግን ሰሊ ፣ ጋሽ ፀጋዬን አሳይተሽ በሀፍረት ለምን ታሸማቅቂኛለሽ ፣ ለምን ውለታ ቢስነቴን ትገልጪብኛለሽ ?? ለምን?   ጋሽ ፀጋዬ ባለ ዕዳክ ነኝ ፣ ነፍስህ በሰላም ትረፍ	negative
የህውሀት ከፌደራል መንግስት ጋር የጥቅም በፍርድ ቤት ብቻ ፉክቻ በህዝብ የማይታወቅ መረጃዋችን ይፋ ሊያወጣ ይችላል።	neutral
ያዕቆብ እስራኤል ተብሎ አባት ሆነ ፣ ነፍስ የገደለው ሙሴ ትሑትና ነጻ አውጪ ሆነ ፣ ስምኦን ጴጥሮስ ሆነ ፣ ሳውልም ጳውሎስ ሆነ፡፡ መጽሐፍ ቅዱስ የተለወጡ ሰዎች የታሪክ መጽሐፍ ነው’’ …	neutral
በአዲሱ ዓመት በመጀመሪያዋ ቀን እንዲህ የቀወሰ ሃሳብ አልጠበቅሁም፣ አቢይ የሰላም መልእክተኛ የሀገር ተስፋ በዘመናችን ያልታየ ልዩ መሪ ነው፣ ለምን ሆድ እ…	neutral
አበባ ባለአደራ ምክርቤት (ባልደራስ)፣ መንግስት በአዲስ አበባ ከተማ በሚገኘው የአፄ ሚኒሊክ ሀውልት ጎን የተሰራውን ቆርቆሮ ቤት በሚቀጥሉት ሶስት ቀናት ውስጥ የማያፈርስ ከሆነ ህ…	negative
እሱንኮ ነው ስህተት ነበርን የምለው።	negative
አላቸው ብዙም አትገረም።የኢዜማም ብዙው አማራ ነው የሚሆነው።ይልቅ ብዙ የምትፎክርበትን የፖሊሲ አማራጭ አሳየኝ? እኔም ስለፌደራ…	negative
??ሴቶችዬ ጠንካራ ሁኑ ሽንኩርት እንጂ ወንድ ልጅ እንዳያስለቅሳቹ።	positive
እረ ትንሽ የሸቀልናትን እስክንበላ ግዜ እንዲሰጡን እንጠይቅ ??	neutral
ኢትዮጵያዊው ወጣቱ ምሁር ከታላቅዋ የስልጣኔ ምድር ከአፋር የተገኘ  ሚልኒየም አዳራሽን በአፋን ኦሮሞ እያደመቀው ነው	positive
ለነፃነትና ለእኩልነት የቆመ ሰዉ እንደ ኢትዮጵያ አይነት ሐገር እጣ ፋንታዉ ነዉ!!	neutral
በዕለተ አክሱም ፅዮን ማርያም የአድዋው ሰይጣን ህወሃት ግብዐተ መሬት ተፈፀመ  ህዳር 21/2012	neutral
ይሄም የሆነው በደርግ ዘመነ መንግሥት ነው 20....30 ዓመት ማለት ነው ልብ በል ያኔም መብትህ አልተከበረም አሁንም አልተከበረም...ካልነቃህ... ካልታገልክ... ካልተደራጀህና ..…	neutral
ከዛስ? በቀጣዩ ምርጫ ለብቻው ሊወዳደር ነው? ምን አስበው ይሆን?	negative
አብረን የምናዬው ይሆናል  ማን ሲያለቅስ እንደሚኖር	negative
ሸኖ ላይ ህዝብ ታግቷል በድንገት ከበቤቱ የወጣ ሰው ያለምንም ዝግጅት ብርድ ላይ እንዲያድር ተገዷል!  ከጊዜ ወደጌ የዜጎች መሰላም ወጥቶ የመግባት ነገር ጥያቄውስጥ እየገባ ነው…	negative
በዚህ ወቅት ዩኒቨርሲቲ ከመግባት በሊቢያ በኩል መሰደድ ይመረጣል! ????	negative
እኔ ማን ነበርኩ የሚል ማንም አልነበረም ይአ ሲ ኢ ምኤ ልቭፓ.ዶ ግን ከእናንተ ወገን ብቻ ነው ልያታይ ክልመ ፍሃሾማ	neutral
ለኢትዮጵያ ተመልካቾች በአማርኛ ቋንቋ የተመረጡ ውድድሮችን ለማስተላለፍ ለያዘው እቅድ ይረዳ ዘንድ አራት ስመጥር የስፖርት ጋዜጠኞችን ወደ ኮሜንታተር ፖናሉ በይፋ ቀላቅሏል።	neutral
ሽንፈትን ወይም ውጤታማ አለመሆንን ጠንክሮ ካለመስራት ወይም ደም ካለመስጠት ጋር ብቻ አያይዘው የሚተነትኑ እይታዎች ሁልግዜ ይገርሙኛል፡፡ የእይታ ጥበት በራሱ ህመም ነው	neutral
ስራዎች ታከለ ከገጠር አምጥቶ መታወቂያና ፈንድ አዘጋጅቶ በለቀቃቸው ሰዎች ተወሯል ፣ የአበበች የጉምሩክ ቡድን ልዩ ድጋፍ ያደርጋል ፣ የትራንስፖርት ሴክተሩን ለመቆጣጠር ዝግጅት እየተ…	neutral
ፅንፈኞች በትክክል እራስ ወዳዶችና በራስ አለመተማመን ተጠቂዎች ናቸው ለህዝቡ ብለው ምንም የሚሰሩት ነገር የለም /ጅብነት እዚህም አለ ። ሀገር ብትል  አይሰሙም ። ደ…	negative
የኢትዮጵያ ህዝብ ሀብት ነክ ብሬያችን በርታ ፈንጅ የማይበታትነን ወንድሞችህ ከጎንህ ነን ጊዜው የስራ ነው ።	positive
ታይዋን የቻይናን “ሆንግኮንግ ሞዴል” አልቀበልም አለች	negative
መመፃደቅ ማለት ለእኔ፣ እያወቁ አጉል ሚዛናዊ ለመሆን ወይም ሰማዕት መስሎ ለመታየት ስ…	negative
ወደፊት መሬት ላይ ሲወርዱ ከሚያወዛግቡ የቃላት ፍቺ ውስጥ መበልፀግ/ በለፀገ ይመስለኛል። ልክ በፊቱ። ምሳሌ:– 1) እሱ እኮ በለፀገ(ሀብታም/የብልፅግና ፓርቲ አባል)፣ 2) እሷ እኮ…	neutral
የአማራ ኅልውና ለኢትዮጵያ ልዕልና በሚል መሪ መልዕክት ውይይት በአትላንታ- ጆርጅያ ተካሂዷል፡፡	positive
-4-  ምናልባትም የግል ትውስታውን ለመጻፍ ለሚሻ ሰው ይህ መጽሐፍ እንደማሳያ ጥቅም ላይ ሊውል ይችላል የሚል እምነት አለኝ።  በተረፈ መጽሐፉን ካላነበቡት ያነቡት ዘንድ በአክብሮት…	positive
እግዚአብሔር ካለ ይቅር እንዲለኝ መለመን አለበት ፡፡	neutral
ውጣልን አንፈልግህም ብለው እስኪያባሩኝ ድረስ አለሁ...ከሆነልን ለማስተካከል እንሞክራለን...ካልሆነልን ከህዝባችን ጋር ተመካክረን እንደሚሆን እናደርጋለን ብለዋል ኦቦ ለማ.... . ልብ ያደማል..…	neutral
እነም መጭው ምርጫ ላይ ለመሳተፍ ኢትዮጵያዊነተን ለመመለስ በኦሮሚያ የምትገኙት ኢትዮጵያ ኤምባሲ ማመልከቻ አስገብቻዋለው።	neutral
አትጠራጠሩኝ እመኑኝ የሚል ሰው ብዙ ጊዜ አጭበርባሪ ነው። እመኑኝ ከማለት ሰርቶ አያሳይም??? አዲስ የምርጫ ተወዳዳሪና ስልጣን የሌለው ይመስል እመኑኝን ምን አመጣው?	neutral
ሰበታ ከተማ ከ ጅማ አባጅፋር | 8ኛ ሳምንት የኢትዮጵያ ፕሪምየር ሊግ ጨዋታዎች | ቀጥታ የውጤት መግለጫ	neutral
ስምሽ ማነው?  ሰብለ ወንጌል!  የት ትማራይላሽ?  ናዝሬት እስኩል!	neutral
ስለመኪና አደጋ አሳሳቢ ጉዳዮችን ለህዝብመንግሥትም ማሳሰቢያ መለገስጥሩነው፤ ሆኖም ግን በክልልዎ ያለውን ከመኪናአደጋበላይ የሰውናየንብረት ቃጠሎንለመከላከል…	neutral
የሰላም መልክተኝነት መለኮታዊ ጥሪው በመሆኑ እንደሚሳካለት ከእርግጠኛ በላይ ነኝ።	positive
ኧረ ተይ አታነካኪኝ ኮሪደር ላይ ወጥተን የምናወራበትን ኔትወርክ እንዳታዘጊብን ??	negative
ግን፦ «የሞጣውን ቃጠሎ የቀሰቀሰው አሕመዲን ጀበል ነው!» የሚሉ ሰዎችን፤  ራሳቸው እነዚያ አቃጥለው የጨፈሩት ሰዎች እንኳ አይታዘቧቸውም ወይ?!	neutral
* በ1960ዎቹ መጀመሪያ ድሬዳዋ ስፔሻል ፎርስ አሰልጣኝ  * ለሁለት አመታት በበረራ ደህንነት ባለሞያ / አንቲሃይጃከርነት   * 1960 አጋማሽ ላይ ገነት ጦር ት/ቤት የመኮንኖች አ…	neutral
የኦሮሞ ነፃ አውጪ ግንባር (ኦነግ) የኦሮሞ ፌዴራሊስት ኮንግረስ (ኦፌኮ) የኦሮሞ ብሔራዊ ፓርቲ (ኦብፓ) ጥምረት ለመመሰረት ከስምምነት ደረሱ! የድል ዘመን ድሌ ነው ድሌ.....	positive
Its so sad to hear this result ከክለብ ስኬት ይልቅ በብሔራዊ ቡድኑ ላይ የምታበረክቱት ሚና የበለጠ ክብርም አለው። በመልሱ ጨዋታ ይሄ እንደሚቀየር…	negative
ደግሞ አንተ ከየትኛው ፋብሪካ ተመርተህ የወጣህ ደደብ ነህ?  ፅንፈኛ ብሄርተኞች  ህሊናን እና የሰውነት ሞራልን ወደ ተግማማ አረንቋ ይዘውት ወርደው ፤ አንተን የመሰ…	negative
እሽ ??	neutral
አይ እኔ አላምናቸውም ተስፍሽ የምሬን ነው ከጀዋር ይልቅ ትንሽ አቶ ዳውድን ባምን ይሻለኛል እንደውም! ጀዋርን ግን በትንሹ 6አመት ባያንስ…	neutral
አንቺ ልጅ እረ ተይ ግን ተይ ....ያው ጁአናም ማለትም በኛ ሰፈርኛ ለማይሆኑ ሰዎች ሚስት ስያሜ ነው ለነቀርሳዎች	negative
እስኪ አንድ ሴት ጀግና ጥሪ ብትባይ ሁሉም የሚስማማባት አንድ መጥራት አትችይም። የሚኒሊክ ቤተ-መንግስት እና አ/አ ውስጥ ለምን የጣይቱ እና ሚኒሊክ ኃውልት…	negative
ባንኮች ሲዘረፉ፥ በየቀኑ ሰው ሲገደል፥ መስጊዶችና ቤተ ክርስቲያኖች ሲቃጠሉ፥ ተማሪዎች ሞተው ከየዩኒቨርሲቲው ሲሸኙ... ቁጭ ብሎ የሚያይ፥ አቅመ ቢሱ መንግስት ማለትህ እንዳይሆን ብቻ!	neutral
ከዝንጀሮ  ቆንጆ  እንዲሉ  በኢህአዴግና  ብልፅግና  ያለው  ልዩነት  በኢማሌዲህና  ኢሰፓ የነበረው ልዩነት እይነት  ነው!	negative
ከፍተኛ ሊግ 4ኛ ሳምንት - የምድብ ሀ ቀጥታ የውጤት መግለጫ	neutral
የምግብ ትዕዛዝ ለገና ከፈለጋችሁ ይዘዙን ተብላችኋል።	neutral
እዚህ አለም ላይ ለአንድ የአላህ ባሪያ እንደ ሁለት ረካአ ሰላት የሚያክል መልካም ነገር አልተሰጠውም !! ነብያችን ሰለላሁ አለይሂ ወሰለም!!	neutral
ሙድ ይዘህ ሞተሃል ?????♀️?????♀️ እስክንድርን ይበልጥ አጎዘፍከው እንጂ አላሳነስከውም ለነገሩ ከመንደር ወሬ ለቃቃሚ ምን ይጠበቃል ?????♀️ ዥልጥ ሰው…	neutral
ታህሳስ 22፣2012/ የኤክሳይዝ ታክስ አዋጅ መከለስን ተከትሎ፣ አዋጁ ሳይፀድቅ በተለያዩ ምርቶችና ሸቀጦች ላይ የዋጋ ጭማሪ እየታየ ነው ተባለ	neutral
መጀመሪያ ጫፉን በክብ እንቅስቃሴ ውስጥ አጣብቃለሁ ፡፡ ኳሶችን እታከባለሁ እያለ በቀስታ እና በቀስታ እጄን ወደ ላይ እና ወደ ታች ማንቀሳቀስ እጀምራለሁ። ከዚያ በእያንዳንዱ ጊዜ በፍ…	neutral
???? ተግሬ ትናንት በጥጋብ ጦርነት ከፋች:: በባድመ መቶ ሺህ ያጫረሰ::  ተግሬ ዛሬ: አቃጣሪ::	negative
አዪ ይዴይሜ	neutral
እና ቆንጅዬ ብቻ ነው ለከፋ?	negative
ቅድሚ ካብ ኢትዮጵያ ተሰጒጉ ናብ ኣመሪካ ምስዳዱ፡ንብዙሓት ኢትዮጵያ ስነ ጥበበኛታት ዝማሃረን ዘፍረየን እዩ። ተሸላሚ ራይሞክ ኤርትራዊ ስልማት ስነ ጥበብ እዩ። ኣሰር ፊደላት ትግርኛ ኣብ ስርሑ ብ…	neutral
ዛቻ በቦታው ነው ይላል ጎንደሬ	neutral
የኢዜማ ደጋፊ የሰሞኑ ለማ መገርሳ ሲለቅ ያሳዩት ደስታ የበሬ ቆለጥ ይወድቅልኛል… ……  መሆኑ ነው።	negative
?? አሁን ይህችን ጠቅሶ መጠየቅ ነው ደግሞ	neutral
የኢትዮጵያ ሙስሊም ታሪካዊ ጠላት ማንነው?	neutral
የፎቶ አርበኛ	negative
ዐቢይ አሕመድ ታከለ ዑማን ለአዲስ አበባ ከንቲባነት ያሰየሙት ለመሬት ወረራ ነው መባሉ እውነት ኖሯልን?	neutral
??????እግዚኦ የአባቶቼ አምላክ ቸርነትህ ይብዛልን	positive
“ያየህውን  ሁሉ እውነት ነው ብለህ  አትቀበል”  .....ሲል  ሰማሁት ....ማን  አብይ  አህመድ.....ከሱጋ ተስማማሁ....ያየሁትን  የአብይ አህመድን  ቲያትር  እውነት  ነው  ብየ  አላምንም! PMOEthiopia	neutral
መጀመርያ የሞተ ድርጅት እንዴት ብሎ ነው ስለዚ ጉዳይ ማስተባበል እሚችሎው።	negative
ከህወሃት ውድቀት በሁዋላ ተራው የኛ ነው ባዮች ስብስብ ይህ ነው::የኦሮሞ ህዝብ አዲስ ሹም ነው የናፈቀው? ታግለንልሀል  ምረጠን ! ህወትስ ታግዬላችሁ አልነበር? ቀረ እንጂ!	neutral
የኤክሳይስ ታክስ ማሻሻያ አዋጅ የህብረተሰቡን ኢኮኖሚ ያገናዘበ አይደለም ተባለ -አሐዱ ዝርዝር	neutral
እዝጊ ይሓግዝካ እምበር፡ እዚኣስ ከባድ እያ...	negative
የሐሳቦች መጨረሻ ነው እየተባለ ነው። የት ሄደን እንፈንዳ?	negative
የከተማ መሬት ሊዝ ላልተወሰነ ጊዜ አቁመናል ያለህ ታከለ ኡማ ለሀጫሉ ሁንዴሳ 10ሺ ካሬ መሬት የገና ስጦታ ጀባ ብሎታል  ታከለ ኡማ የሸገር አርማ ያልከው ልጅ አሁንም አለህ?	neutral
ገንዘብኻ ክቡር ሓው፡፡	neutral
እንዴት ናችሁ ውዶች? መልካም እሁድ ተመኘን ደብረሊባኖስ !	positive
ትናንት ታላቅ ነበርን  ዛሬ ላ ይ ግን ............»……?????	negative
ኦነግ ሸኔ (ወነግ - ወለጋ ነፃኣውጭ ግንባር) ከወለጋ ህዝብ ጋር ክልል ስለመሆን እየመከረ ይገኛል::  የዚህ ሃይል መሪ (ጃልመሮ) ከBBC Amharic ጋር በነበረው ቆይታ የፌድራል…	neutral
አሳዘኝ እና ዘግናኝ ሪፖርት ሰምተን  ችግር የምያወራ መግለጨ  መስማት በእውነቱ ያሳዝናል።	neutral
ቅዳሜ እና እሁድ በጥዋት ስጋ ቤት ገብታ፣ ተጋፍታ፣ ተሰልፋ ምላስ-ሰምበር የምትበላ ቺክ ???♂️???♂️???♂️??	neutral
በ Extreme weather  ላይ የማየውን አይነት ሰማይ ነው ዛሬ በሰፈሬ ሰማይ ላይ ያየሁት ።	neutral
ታህሳስ 22፣ 2012/ ወቅታዊው የኢትዮጵያ የፀጥታ ሁኔታ መጪውን ምርጫ በተፈለገው መጠን ተዘዋውሮ ለመቀስቀስ ፓርቲዎች ላይ ችግር እየፈጠረ ነው ተባለ	neutral
እንዴ እረ አንተ ልጅ ?????? ቢጫ ነገር አምሮሃል????	neutral
ታኬ ጉቦ የበላው የቀበሌ ሊቀመንበረስ መቼ ነው የሚፈርሰው ጉቦ የበላው የደንብ አስከባሪስ መቼ ነው ለህግ የሚቀረበው? የማፍረሻው ገንዘብስ ከየት ነው የሚመጣው ለዚህ…	negative
: ቡናዎች እንዲህም አድርጓችሁ ነበር ለካ!!!?????♂️ ?? ኢትዮጵያ ቡና በአገር ውስጥ አሠልጣኞች ብቃት እምነት ማጣቱን ገለጸ።	negative
ጊዜ መግዣ እንጂ አንድም እውነት የሌለው ትርኪምርኪ ወሬ ተሸማቀቅን እኮ ????	neutral
ህጻን እያለን ፈረንጆቹ ለጉብኝት መጥተው ወደ ወንዙ ሲወርዱ ሰይጣን ሊይዙ ነው ብለን እናምን ነበር።   አንዳንድ tweeps አሁንም እንደዚያ የሚያምኑ አሉ ???♀️	neutral
አንተ ልዩ ሰው እግዚአብሔር ዘመንህን ይባርከው ! ልል የምችለው ይህን ብቻ ነው ።	positive
ፍቅር እንዲህ ነው።	positive
የኩላሊት ጠጠር ምንድን ነው? መንስዔው፣ ምልክቱ፣ ህክምናው፣ መከላከያ ዘዴው? ለእነዚህ መልስ ከሻቱ ይህን ያንብቡ!	neutral
ድሮውም ሱሰኛ ፍቅር አያውቅም፡፡  ደግሞ እንዳትጣሉኝ፡፡	neutral
ዶ/ር ጸጋዬ አራርሳ፡ ግንባር አይዋሀድም...አዲሱ ውህደት ምንም ህጋዊ መሠረት የለውም።	negative
እሾህን በ እሾህ ለ ብዙ ሺህ አመት ሞክረነው ቆመን ቀርተናል።	negative
ስለዚህ በእውነት እናንተ ታዝናላችሁ ነገር ግን እንደገና ባየኋችሁ ጊዜ በልባችሁ ሐሴት ታደርጋላችሁ እናም ደስታዎ ማንም ከእርሶዎ አይወስድም ፡፡ በዚያን ቀንም ከእኔ አንዳች አትለምኑም።	positive
Wait what is going on here!  ሰልፉ ምነው አቤት ጥበብ???? ሰልፍ ያላከበሩ ነው ህግ እና ደንምብ እሚያከብሩት?  አይይይይ የብሽሽቅ ቦለቲካ:  ደሞ ክልል ሰላም ካልሆ…	negative
ብልፅግና እንዴት ነሽ። አማነሽ እንዴት ነሽ።	neutral
አሜን አሜን አሜን ጄሪ ፤ ክብረት ይስጥልኝ ????	positive
የእሱ ጓደኛ ነበርኩ ውሰ ውቀበደተየ የእቅድህ አካል ተይዟል ምለደይአ ዜጊ ትሃርፍየ ንሁአ	negative
የትምህርት እድል ለማግኘት ብዙ ውጣ ውረዶችንና ዕለታዊ የኑሮ ፈተናን ለማሸነፍ የሚታገሉትን ለማገዝ የቻልነውን ያህል ሰጥተን እንርዳ…ይሄ ፅሁፍ ለምን የGoFundMe አካውንቱን እንደ…	positive
ግብፅ በናይል ድርድር ላይ እየሄደችበት ያለው የተጠና ጉዞና መዳረሻው	neutral
ወጣቶች ማህበር አወማ) ዛሬ በደብረ ብርሃን ከተማ ሲኒማ አዳራሽ ሊካሂደው ያቀደው ጉባዔ ከበላይ አካል በመጣ ትዕዛዝ መከልከሉን አስታወቀ። በህግ ዕውቅና ያለው አወማ፣ የአዳራሽ…	neutral
ይህ ቆሻሻ አስተሳሰባችሁ ነዉ፣ ኢትዮጵያ የሚለዉን እንድጠላ የሚየደርገኝ፡፡ እኮ ለኦሮሞ ህዝብ ኣንድነት ማልቀስ ኢትዮጵያን መጥላት ነዉ? እርኩሳን! የህልም ኑሮኣችሁን ቀጥሉ፣ Zombies!	negative
Literally እኮ ደርቢ ያልሆነ ጨዋታ የለም። እኔ የምለው የሆነ የደርቢ ስያሜ ካለተሰጠ ጨዋታ ማካሄድ አይቻልም ብሎ ፊፋ ህግ አውጥቷል እንዴ ??	neutral
ነፍጠኛ ለዓላማው ስኬት ቤ/ክርስትያንና መስጂድን በማቃጠል ያለመው የሃይማኖት ግጭትም አልተሳካለትም:: ዴሞክራሲያዊ የህዝብ ውክል…	negative
